sample-index,text
sample-002094,i'll see you after
sample-002095,my tax dollars pay for those public school proms
sample-002096,there's life here the boy said to the alchemist
sample-002097,they become the soul o f the world
sample-002098,now his intuition was that he had been right in coming
sample-002099,they never have to make any decisions he thought
sample-002100,it was faintly marked with transverse stripes and slightly flattened from the perfect round
sample-002101,any statement on the red uprising tomorrow
sample-002102,it spread through the planet's atmosphere and obscured its more familiar features
sample-002103,they looked for the fallen mass but found nothing
sample-002104,i would appreciate if you could create a concise table
sample-002105,were you paid for it or weren't you
sample-002106,they're not for sale he said
sample-002107,that's a good luck omen the englishman said after the fat arab had gone out
sample-002108,the stranger seemed satisfied with the answer
sample-002109,ten years at the university and here i am in a corral
sample-002110,absolutely despicable that gingerbread men are forced to live in houses made of their own flesh
sample-002111,everything in life is an omen said the englishman now closing the journal he was reading
sample-002112,until one of them dies i couldn't possibly meet anyone else
sample-002113,they must be used to their new shepherd and have probably already forgotten me
sample-002114,this was my destiny not yours the alchemist answered
sample-002115,'everyone loved them and enjoyed them
sample-002116,he had assumed he would soon return to his sheep
sample-002117,ogilvy told him everything that he had seen
sample-002118,imagine if everyone went around transforming lead into gold
sample-002119,but he still couldn't flee
sample-002120,dusk was falling as the boy arrived with his herd at an abandoned church
sample-002121,there's that reprieve if they ever find out
sample-002122,he knew how to shear them and how to slaughter them
sample-002123,the same hand that had brandished the sword now held a whip
sample-002124,dense clouds of smoke or dust can be seen through a powerful telescope
sample-002125,you're a man disgusted with all of civilization
sample-002126,i was torn between fear and curiosity
sample-002127,the next day the boy met the old man at noon
sample-002128,and in that way the months passed
sample-002129,i need it to get to the pyramids he said
sample-002130,the boy was trying to understand the truth of what the old man had said
sample-002131,it was starlight and i explained the signs of the zodiac to her
sample-002132,the englishman was disappointed
sample-002133,the two walked out among the palms
sample-002134,he was immensely excited at the news
sample-002135,that's why i'm here
sample-002136,the secretary tugged at a loose fibre
sample-002137,he was alarmed by what had happened
sample-002138,he couldn't have been wrong
sample-002139,everybody quiet and ready for an emergency
sample-002140,one must prepare for it
sample-002141,and he asked the boy if he too were in search of the alchemist
sample-002142,the two men hurried back and found the cylinder still lying in the same position
sample-002143,ogilvy told him everything that he had seen
sample-002144,there were raised voicesand some sort of struggle appeared to be going on 
sample-002145,it took her a while to get used to it
